ROWNUM, X, Y, FEEDER
1,203117.66200000001,2681425.9890000001,3A21
2,203369.196,2681414.5109999999,3A21
3,203305.93100000001,2680895.2119999998,3A21
4,203355.943,2681028.1809999999,3A21
5,202992.67999999999,2680784.2990000001,3A21
6,203375.99299999999,2681565.1749999998,3A21
7,203088.98499999999,2680949.4530000002,3A21
8,203461.79800000001,2681386.4500000002,3A21
9,203312.516,2681171.628,3A21
10,203044.97899999999,2680763.7999999998,3A21
11,202916.024,2681108.5830000001,3A21
12,202990.23499999999,2681249.9849999999,3A21
13,202865.48499999999,2680738.6179999998,3A21
14,202839.046,2680840.3840000001,3A21
15,203287.38399999999,2681111.7340000002,3A21
16,203112.78,2680654.2999999998,3A21
17,203245.70300000001,2681540.0350000001,3A21
18,202786.709,2680674.7930000001,3A21
19,203591.78899999999,2681434.0299999998,3A21
20,202997.59400000001,2681311.5240000002,3A21
21,203284.554,2681614.8799999999,3A21
22,203046.64799999999,2681472.6800000002,3A21
23,202913.38,2680611.8999999999,3A21
24,202997.489,2680479.5269999998,3A21
25,203020.74400000001,2681382.2590000001,3A21
26,203111.96799999999,2680844.4989999998,3A21
27,203294.54800000001,2681377.3029999998,3A21
28,203261.78200000001,2681231.3900000001,3A21
29,203093.82399999999,2680664.4219999998,3A21
30,203642.459,2681450.2200000002,3A21
31,203307.174,2681702.7850000001,3A21
32,203610,2681370,3A21
33,202973.48000000001,2680529.7000000002,3A21
34,203029.97700000001,2680476.8309999998,3A21
35,203009.076,2680522.6000000001,3A21
36,203139.796,2681754.8829999999,3A21
37,203161.114,2681119.8480000002,3A21
38,204347.565,2681051.4380000001,3A22
39,203779.959,2680932.8790000002,3A22
40,203807.878,2681255.142,3A22
41,204495.508,2681671.7459999998,3A22
42,203999.23199999999,2680801.7420000001,3A22
43,204614.997,2681885.645,3A22
44,203692.94500000001,2680835.4750000001,3A22
45,204114.59099999999,2681029.273,3A22
46,203204.91699999999,2680685.878,3A22
47,204406.51199999999,2681590.077,3A22
48,204629.33499999999,2681726.3089999999,3A22
49,203830.625,2680879.9470000002,3A22
50,203831.64300000001,2681185.9879999999,3A22
51,203663.37599999999,2680971.983,3A22
52,203419.37599999999,2680858.3999999999,3A22
53,204262.37299999999,2680994.1030000001,3A22
54,204205.22,2680631.9559999998,3A22
55,204082.65299999999,2681001.838,3A22
56,204425.682,2681497.8190000001,3A22
57,204145.68100000001,2680615.3059999999,3A22
58,203739.60200000001,2681081.2910000002,3A22
59,204184.59099999999,2680903.4210000001,3A22
60,203323.67999999999,2680604.1000000001,3A22
61,203400.78099999999,2680700.2000000002,3A22
