ROWNUM, X, Y, FEEDER
1,191001.601,2670889.548,9A51
2,190911.30100000001,2670699.4789999998,9A51
3,191224.511,2670373.2689999999,9A52
4,191475.641,2670230.6290000002,9A52
5,191397.92300000001,2670541.463,9A52
6,191900.856,2670733.3050000002,9A53
7,191752.14300000001,2670845.9709999999,9A53
8,191506.73499999999,2670775.7880000002,9A53
9,191696.01199999999,2669471.4819999998,9A62
10,191877.723,2669805.04,9A62
11,191979.21400000001,2670211.2050000001,9A62
12,191841.86600000001,2669763.8939999999,9A62
13,191804.285,2669282.7910000002,9A62
14,191787.71299999999,2669797.4759999998,9A62
15,191748.76500000001,2671039.4070000001,9A63
16,191226.17300000001,2671436.7289999998,9A63
17,187900.022,2667268.4070000001,9A64
18,188578.69500000001,2669193.281,9A64
19,186185.416,2665926.3139999998,9A64
20,190030.43799999999,2669204.2480000001,9A64
21,187546.95699999999,2667496.088,9A64
22,190605.74900000001,2669737.8840000001,9A64
23,189822.02499999999,2669233.264,9A64
24,190679.92999999999,2669665.4679999999,9A64
25,190422.50099999999,2669310.1719999998,9A64
26,190182.40900000001,2669242.2420000001,9A64
27,191706.75700000001,2669365.0320000001,9A64
28,190210.261,2670062.0750000002,9A64
29,190441.11199999999,2669904.8599999999,9A64
30,190525.27100000001,2669795.2200000002,9A64
31,191475.34400000001,2669951.5090000001,9A65
32,191358.55900000001,2669726.6570000001,9B52
33,190231.96900000001,2670007.8480000002,9B52
34,190601.30499999999,2669731.341,9B52
35,191291.94899999999,2669347.923,9B52
36,191510.932,2669783.0449999999,9B52
37,191985.49299999999,2672381.7250000001,9B52
38,191342.02499999999,2669566.8590000002,9B52
39,192699.05300000001,2671920.5299999998,9B53
40,191738.641,2670609.5279999999,9B53
41,191895.28700000001,2670564.3790000002,9B53
42,192344.552,2671222.5970000001,9B53
43,192460.64799999999,2670931.9640000002,9B53
44,192615.20499999999,2671971.4010000001,9B53
45,192487.95499999999,2671129.4270000001,9B53
46,191896.04000000001,2672227.2220000001,9B53
47,192767.59899999999,2671865.5830000001,9B53
48,192492.799,2672128.4040000001,9B53
49,192588.52299999999,2671294.415,9B53
50,192522.46299999999,2671007.4029999999,9B53
51,192287.981,2672209.6409999998,9B53
52,192865.87700000001,2671481.7609999999,9B53
53,192465.008,2671066.8790000002,9B53
54,192631.334,2671199.0150000001,9B53
55,192525.446,2671105.7519999999,9B53
56,192680.56400000001,2672018.4679999999,9B53
57,192625.242,2671290.716,9B53
58,191884.15400000001,2672243.5,9B53
59,192894.99799999999,2672373.423,9B53
60,192556.788,2672074.8399999999,9B53
61,192702.79500000001,2672109.929,9B53
62,193133.277,2671837.571,9B53
63,192179.38399999999,2671732.7209999999,9B54
64,193076.33600000001,2672001.216,9B54
65,192305.033,2671700.4819999998,9B54
66,192274.13200000001,2671450.3139999998,9B54
67,191570.42800000001,2670413.2340000002,9B54
68,191305.342,2670634.844,9B54
69,192280.37899999999,2671687.9890000001,9B54
70,191736.25899999999,2672118.9300000002,9B54
71,191846.28200000001,2671980.5150000001,9B54
72,191923.62299999999,2671932.102,9B54
73,192358.48000000001,2671676.1150000002,9B54
74,191881.478,2672014.4509999999,9B54
75,191779.66099999999,2672083.3569999998,9B54
76,190550.614,2670217.9040000001,9B55
77,190802.28099999999,2669966.219,9B55
78,190520.019,2670172.4330000002,9B55
79,191016.005,2669817.7080000001,9B55
80,190646.08199999999,2670123.7489999998,9B55
81,190333.59299999999,2670356.7110000001,9B55
82,190531.77799999999,2670319.8319999999,9B55
83,190461.791,2670263.352,9B55
84,190833.81,2670099.6579999998,9B55
85,190790.584,2670028.6850000001,9B55
86,190687.61300000001,2670231.46,9B55
87,192998.67499999999,2671748.352,9B57
88,193962,2672829,9B57
89,194217.89999999999,2672880.1570000001,9B57
90,192897.685,2671781.1860000002,9B57
91,193235.717,2672304.2969999998,9B57
92,193143.89199999999,2672097.6510000001,9B57
93,193282.261,2672298.5279999999,9B57
94,193413.67300000001,2672538.1710000001,9B57
95,193111.038,2672809.2579999999,9B57
96,193462.65400000001,2672399.2459999998,9B57
97,193344.17600000001,2672851.8730000001,9B57
98,193059.74600000001,2672039.0660000001,9B57
99,193895.014,2672884.8360000001,9B57
100,193840.37400000001,2672754.8119999999,9B57
101,192773.09700000001,2671922.1209999998,9B57
102,192407.027,2672173.452,9B57
103,194051.02299999999,2672879.2889999999,9B57
104,192876.856,2672366.0430000001,9B57
105,191272.595,2669270.753,9B62
106,190431.834,2669410.6549999998,9B62
107,190161.67499999999,2669603.804,9B62
108,192018.76000000001,2671312.5660000001,9B63
109,191879.69099999999,2672532.2549999999,9B63
110,191461.97899999999,2672595.4100000001,9B63
111,192260.53599999999,2672527.625,9B63
112,192029.59700000001,2671246.622,9B63
113,192111.69099999999,2672342.0389999999,9B63
114,191484.804,2671867.7050000001,9B63
115,191593.94500000001,2671833.3489999999,9B63
116,191658.296,2671788.307,9B63
117,191952.56200000001,2670953.7680000002,9B63
118,191941.82800000001,2671592.6209999998,9B63
119,192100.761,2671072.622,9B63
120,191985.88200000001,2671284.0469999998,9B63
121,192287.51300000001,2672882.0460000001,9B63
122,192130.973,2671370.7540000002,9B63
123,192370.35000000001,2672163.8059999999,9B63
124,191217.962,2672824.0610000002,9B63
125,191677.04399999999,2671160.7620000001,9B63
126,191844.19699999999,2671608.3760000002,9B63
127,190317.641,2671556.9840000002,9B63
128,191752.44,2671744.344,9B63
129,191995.22099999999,2672164.9890000001,9B64
130,192225.99600000001,2671990.1030000001,9B64
131,192041.02499999999,2672130.4709999999,9B64
132,191544.40599999999,2671257.7050000001,9B64
133,192215.041,2672067.5260000001,9B64
134,191899.89799999999,2672201.1949999998,9B64
135,191571.55100000001,2671190.2489999998,9B64
136,191408.77799999999,2670006.6970000002,9B65
137,190738.70800000001,2671036.25,9B65
138,190771.777,2670061.4720000001,9B65
139,191344.21900000001,2670584.5240000002,9B65
140,191337.424,2670651.5460000001,9B65
141,191118.28899999999,2670771.602,9B65
142,191710.73999999999,2669956.4640000002,9B65
143,190853.644,2671002.5079999999,9B65
144,191303.242,2670060.855,9B65
145,191374.96100000001,2669954.0980000002,9B65
146,190904.43400000001,2669978.2990000001,9B65
147,191530.00399999999,2669996.3089999999,9B65
148,191195.77600000001,2670067.602,9B65
149,205550.511,2651417.1940000001,9C20
150,205486.774,2651702.3330000001,9C20
151,205511.09099999999,2651343.824,9C20
152,205470.52600000001,2650940.176,9C20
153,205497.125,2651577.2999999998,9C20
154,205487.53,2651349.3089999999,9C20
155,205447.07800000001,2651050.3590000002,9C20
156,205448.12100000001,2650867.8029999998,9C20
157,205668.89199999999,2651520.949,9C20
158,205521.144,2651632.0589999999,9C20
159,205582.98699999999,2651522.5899999999,9C20
160,205488.443,2651602.54,9C20
161,205435.14799999999,2650759.3539999998,9C20
162,205461.14000000001,2651137.6039999998,9C20
163,205509.88800000001,2651218.2080000001,9C20
164,205528.45499999999,2651713.1239999998,9C20
165,205375.42999999999,2651280.2960000001,9C22
166,205376.033,2651326.5959999999,9C22
167,205421.52299999999,2651465.0469999998,9C22
168,205722.285,2651359.9539999999,9C22
169,205415.77900000001,2651530.6609999998,9C22
170,205423.698,2651607.3879999998,9C22
171,205805.84,2651126.3730000001,9C22
172,205627.48699999999,2651035.2719999999,9C22
173,205542.658,2651099.8319999999,9C22
174,205545.66699999999,2651228.0800000001,9C22
175,205350.511,2651604.3829999999,9C22
176,205704.75,2651249.3700000001,9C22
177,205660,2650949.1519999998,9C22
178,205686.06099999999,2651171.4410000001,9C22
179,205565.82500000001,2651304.693,9C22
180,205732.929,2651073.071,9C22
181,205455.674,2651103.182,9C22
182,205321.136,2651712.4369999999,9C22
183,205556.13399999999,2650982.7910000002,9C22
184,205581.45800000001,2650873.4389999998,9C22
185,205539.81899999999,2651156.0660000001,9C22
186,205433.76000000001,2651218.3149999999,9C22
187,204410.51800000001,2651325.2009999999,9C23
188,204729.538,2651720.3319999999,9C23
189,202786.89000000001,2651132.2519999999,9C23
190,202828.73000000001,2651134.5060000001,9C23
191,201348.89000000001,2651155.1260000002,9C23
192,201944.83199999999,2650847.179,9C23
193,204404.16699999999,2651824.5269999998,9C23
194,203088.299,2651015.3369999998,9C23
195,202054.04000000001,2650809.5120000001,9C23
196,204415.755,2651769.5410000002,9C23
197,201271.29300000001,2651004.0260000001,9C23
198,203117.15100000001,2650200.5780000002,9C23
199,204627.59299999999,2651393.125,9C23
200,203176.878,2651666.8900000001,9C23
201,202116.554,2650366.4580000001,9C23
202,202110.90100000001,2650809.3190000001,9C23
203,204745.91500000001,2651570.9470000002,9C23
204,204744.95699999999,2651816.8700000001,9C23
205,204448.05900000001,2651191.9240000001,9C23
206,204019.435,2650941.9330000002,9C23
207,202228.26800000001,2650594.9900000002,9C23
208,202025.51300000001,2650465.8450000002,9C23
209,202016.80900000001,2650665.5860000001,9C23
210,204593.40299999999,2651378.8799999999,9C23
211,201668.32199999999,2650918.6370000001,9C23
212,204621.984,2650668.1230000001,9C23
213,205037.068,2651827.9679999999,9C23
214,202452.285,2650850.6549999998,9C23
215,202926.541,2650219.125,9C23
216,203528.565,2651278.7050000001,9C23
217,204304.78899999999,2651357.6719999998,9C23
218,202699.46799999999,2650980.9210000001,9C23
219,202485.927,2650251.1490000002,9C23
220,202433.79199999999,2651501.4169999999,9C23
221,202006.99400000001,2650280.1370000001,9C23
222,203482.28200000001,2651072.798,9C23
223,204699.63800000001,2651695.3659999999,9C23
224,205431.76199999999,2652320.014,9C23
225,205266.15100000001,2652284.5950000002,9C23
226,203918.72399999999,2652048.4530000002,9C23
227,202458.158,2650355.7880000002,9C23
228,203930.511,2650961.79,9C23
229,205291.88099999999,2652143.8659999999,9C23
