FEEDER,CAPACITY
﻿DA21,5000.0
﻿DA22,5000.0
﻿DA23,4746.1
﻿DA24,5000.0
﻿DA25,4541.9
﻿DA26,4901.0
﻿DA27,5000.0
﻿DA28,4500.3
﻿DA29,3765.2
﻿DA30,4982.5
﻿DA31,5000.0
﻿DA32,4470.0
﻿DA33,4262.7
﻿DA34,4836.2
﻿DA35,4163.1
﻿DB21,5000.0
﻿DB22,5000.0
﻿DB23,3899.8
﻿DB24,4707.2
﻿DB26,4983.6
﻿DB27,3405.1
﻿DB28,5000.0
﻿DB29,3733.7
﻿DB30,4358.9
﻿DB31,4938.4
﻿DB32,5000.0
﻿DB33,4991.6
﻿DB34,4974.7
﻿DB35,5000.0
﻿DB36,4980.2
﻿DB37,4560.9
﻿DB38,4963.0
﻿DB39,4956.1
﻿DB40,3970.4
﻿DC21,4847.2
﻿DC22,5000.0
﻿DC23,5000.0
﻿DC24,3841.3
﻿DC25,4831.0
﻿DC26,5000.0
﻿DC27,4869.4
﻿DC28,4842.9
﻿DC29,3978.7
﻿DC30,5000.0
﻿DD21,4410.0
﻿DD22,4901.7
﻿DD23,4963.3
﻿DD24,5000.0
﻿DD25,5000.0
﻿DD26,5000.0
﻿DD27,4937.9
﻿DD28,5000.0
﻿DD29,4906.2
﻿DD30,4340.0
﻿DD31,4799.8
﻿DD32,4991.6
﻿DD33,4991.7
﻿DD34,5000.0
﻿DD35,770.0
﻿DE22,4956.0
﻿DE24,4980.5
﻿DE26,4845.6
﻿DE27,0.0
﻿DE28,4700.0
﻿DE29,0.0
﻿DF21,5000.0
﻿DF22,5000.0
﻿DG21,4980.6
﻿DG22,5000.0
﻿DG23,3048.7
﻿DG24,4735.9
﻿DG25,3580.9
﻿DG26,3305.6
﻿DG27,4760.7
﻿DG28,4653.1
﻿DG29,4777.6
﻿DG30,5000.0
﻿DG31,3801.0
﻿DG32,4331.0
﻿DG33,4733.4
﻿DG34,4848.7
﻿DG35,2707.5
﻿DH21,4945.4
﻿DH22,0.0
﻿DH23,5000.0
﻿DH24,4402.0
﻿DI21,4614.6
﻿DI22,4870.9
﻿DI23,4752.7
﻿DI24,4986.8
﻿DI25,4818.1
﻿DI26,4994.9
﻿DI27,4889.3
﻿DI28,4743.7
﻿DI29,5000.0
﻿DI30,3310.0
﻿DI31,4512.1
﻿DI32,4050.0
﻿DI33,5000.0
﻿DI34,4874.5
﻿DI35,4917.2
﻿DK10,2470.0
﻿DK11,4592.7
﻿DK12,950.0
﻿DK13,5000.0
﻿DK14,4888.1
﻿DK15,4500.1
﻿DK16,4980.2
﻿DK17,4749.4
﻿DK18,3540.0
﻿DK19,4975.2
﻿DK20,5000.0
﻿DK21,4129.3
﻿DK51,6365.1
﻿DK52,8015.6
﻿DK53,10000.0
﻿DK56,881.9
﻿DK57,4094.7
﻿DK58,10000.0
﻿DK61,5147.8
﻿DK62,8739.3
﻿DK63,4692.7
﻿DK66,9455.3
﻿DK67,4578.9
﻿DL11,4905.0
﻿DL12,5000.0
﻿DL13,4875.7
﻿DL14,4685.9
﻿DL15,4056.5
﻿DL21,5000.0
﻿DL22,4960.9
﻿DL23,4653.8
﻿DL24,4503.4
﻿DL25,5000.0
﻿DL51,10000.0
﻿DL52,9798.5
﻿DL53,9716.5
﻿DL61,10000.0
﻿DL62,10000.0
﻿DL63,10000.0
﻿DM11,4923.1
﻿DM12,4002.5
﻿DM14,4755.8
﻿DM15,4894.6
﻿DM21,4883.6
﻿DM23,4980.5
﻿DM24,4969.6
﻿DM25,4852.4
﻿DM51,9940.4
﻿DM52,10000.0
﻿DM53,9440.0
﻿DM54,10000.0
﻿DM61,10000.0
﻿DM62,9993.1
﻿DM63,10000.0
﻿DP21,4556.9
﻿DP22,4543.9
﻿DP23,4523.9
﻿DP24,5000.0
﻿DP25,4986.8
﻿DP26,4994.0
﻿DP27,4880.0
﻿DP28,5000.0
﻿DP29,4961.0
﻿DP30,4937.5
﻿DQ11,4976.5
﻿DQ12,4963.6
﻿DQ13,4446.3
﻿DQ14,1780.0
﻿DQ15,2870.0
﻿DQ21,4678.3
﻿DQ22,4970.9
﻿DQ23,4625.9
﻿DQ24,4581.4
﻿DQ25,4455.8
﻿DT11,4957.0
﻿DT12,4978.9
﻿DT13,5000.0
﻿DT14,4853.1
﻿DT15,5000.0
﻿DT21,4634.6
﻿DT22,5000.0
﻿DT23,5000.0
﻿DT24,4995.0
﻿DT25,2590.0
﻿DT53,9855.0
﻿DT63,10000.0
